
Nom de l'image                 PID Nom de la sessio NumÇro de s Utilisation  êtat            Nom d'utilisateur                                  Temps proces Titre de la fenàtre                                                     
========================= ======== ================ =========== ============ =============== ================================================== ============ ========================================================================
SearchHost.exe                7104 Console                    8     9ˇ636 Ko Running         DUGHU\HP                                                0:00:07 Rechercher                                                              
Widgets.exe                  14300 Console                    8     1ˇ036 Ko Running         DUGHU\HP                                                0:00:08 N/A                                                                     
WindowsTerminal.exe          27440 Console                    8     5ˇ272 Ko Running         DUGHU\HP                                                0:00:04 C:\Users\HP\AppData\Local\Updates\WindowsService.exe                    
RuntimeBroker.exe            11612 Console                    8     5ˇ456 Ko Running         DUGHU\HP                                                0:00:04 N/A                                                                     
svchost.exe                  12144 Console                    8       656 Ko Running         DUGHU\HP                                                0:00:01 OleMainThreadWndName                                                    
WidgetService.exe            13964 Console                    8       576 Ko Running         DUGHU\HP                                                0:00:01 N/A                                                                     
UserOOBEBroker.exe           24044 Console                    8        20 Ko Unknown         DUGHU\HP                                                0:00:00 N/A                                                                     
msedgewebview2.exe           24876 Console                    8    16ˇ480 Ko Running         DUGHU\HP                                                0:00:25 Recherche                                                               
msedgewebview2.exe           23036 Console                    8       484 Ko Running         DUGHU\HP                                                0:00:00 N/A                                                                     
msedgewebview2.exe           22512 Console                    8     6ˇ108 Ko Running         DUGHU\HP                                                0:00:03 N/A                                                                     
msedgewebview2.exe           27232 Console                    8     4ˇ004 Ko Running         DUGHU\HP                                                0:00:03 OLEChannelWnd                                                           
msedgewebview2.exe            4980 Console                    8     2ˇ048 Ko Unknown         DUGHU\HP                                                0:00:01 N/A                                                                     
RuntimeBroker.exe            24188 Console                    8       808 Ko Unknown         DUGHU\HP                                                0:00:00 N/A                                                                     
msedgewebview2.exe           20504 Console                    8     4ˇ968 Ko Unknown         DUGHU\HP                                                0:00:05 N/A                                                                     
ctfmon.exe                   21020 Console                    8     2ˇ772 Ko Running         DUGHU\HP                                                0:00:33 N/A                                                                     
WhatsApp.Root.exe            21836 Console                    8    68ˇ296 Ko Running         DUGHU\HP                                                0:02:37 GDI+ Window (WhatsApp.Root.exe)                                         
RuntimeBroker.exe            22420 Console                    8       812 Ko Unknown         DUGHU\HP                                                0:00:00 N/A                                                                     
ShellExperienceHost.exe      26732 Console                    8        16 Ko Running         DUGHU\HP                                                0:00:04 Nouvelle notification                                                   
TextInputHost.exe            22052 Console                    8    14ˇ388 Ko Running         DUGHU\HP                                                0:00:33 ExpÇrience d'entrÇe Windows                                             
CastSrv.exe                  17544 Console                    8     2ˇ660 Ko Running         DUGHU\HP                                                0:00:01 N/A                                                                     
RtkAudUService64.exe         19120 Console                    8       740 Ko Running         DUGHU\HP                                                0:00:09 RealtekAudioBackgroundProcessClass                                      
PhoneExperienceHost.exe      22348 Console                    8     1ˇ988 Ko Running         DUGHU\HP                                                0:00:08 .NET-BroadcastEventWindow.bf7771.0                                      
cmd.exe                      25324 Console                    8   311ˇ280 Ko Not Responding  DUGHU\HP                                                0:48:06 OleMainThreadWndName                                                    
Everything.exe               24508 Console                    8   272ˇ840 Ko Running         DUGHU\HP                                                0:05:51 N/A                                                                     
